,Code,Intervention,LIC.original.UC,LIC.PIN,LIC.Coverage,LMIC.original.UC,LMIC.PIN,LMIC.Coverage,LIC.PIN.million,LMIC.PIN.million,Unit Cost,UC Source(s),PIN,PIN Source(s),Coverage,Coverage Source(s)
159,HC21.1,"Partner notification and expedited treatment for common STIs, including HIV",0.25,114666415,0.4,0.25,272456000,0.5,114.666415,272.456,Table 1 post-test counselling (HIV-positive) for couple counseling per woman ($0.25),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2765914/,Prevalence of HIV and non-HIV sexually transmitted infections (GBD 2016); subtracting pregnant women living with HIV/STI (costed separately),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
160,HC21.2,"Partner notification and expedited treatment for common STIs, including HIV",2.58,87441845,0.4,2.92,198851878,0.5,87.441845,198.851878,Drug and staff cost from Guttmacher Table N0.53 average of treatment costs of the first three,"(Guttmacher ""Adding it up"" report 2011)",Prevalence of HIV and non-HIV sexually transmitted infections (GBD 2016); subtracting pregnant women living with HIV/STI (costed separately),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
161,HC22,PrEP for discordant couples and others at high risk of infection such as commercial sex workers (in high prevalence settings),200,6147313,0.52,200,13438938,0.43,6.147313,13.438938,"The cost of one person-year of PrEP was assumed to range between US$150 and US$250 on average (this includes lab testing, personnel, and drug costs), $200 midpoint.",https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1001123,Reproductive age (15-49) population in generalised epidemic countries * 5% proportion of population at high risk of HIV and STIs (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of ART (World Bank),
162,HC23,"Provider-initiated testing and counseling for HIV, STIs, and hepatitis, for all in contact with health system in high-prevalence settings, including prenatal care with appropriate referral or linkage to care including immediate ART initiation for those testing positive for HIV",9.355,69438238,0.16,9.355,227742370,0.03,69.438238,227.74237,Table 3: Mean cost per client C&T for Swaziland PITC (averaged for health centres ($11.79) and public health units($6.92)),https://sti.bmj.com/content/sextrans/88/7/498.full.pdf,Population not in generalised epidemic countries + proportion at high risk of HIV; population of reproductive age in generalised epidemic countries seeking healthcare (UNPD; literature),,HIV testing/counseling coverage (WHO GHO),
163,HC24,"As resources permit, hepatitis B vaccination of high-risk populations, including healthcare workers, PWID, MSM, household contacts, and persons with multiple sex partners",0.67,896507,0.4,0.67,8015163,0.5,0.896507,8.015163,UNICEF price of HBV vaccine; authors' estimate of labour costs,,Children under 5 (GBD 2016) * estimate of healthcare worker density (1/1000 population in LIC and 3/1000 in LMIC),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
164,HC25,Provision of voluntary medical male circumcision service in settings with high prevalence of HIV,38.33,1495654,0,38.33,294071,0,1.495654,0.294071,Table 6 Baseline APHIA-II cost per MC,https://bmchealthservres.biomedcentral.com/articles/10.1186/1472-6963-14-31,Estimate of total and unmet need for male circumcision calculated from WHO report on VMMC,http://apps.who.int/iris/bitstream/10665/246174/1/WHO-HIV-2016.14-eng.pdf,Unmet need for circumcision (WHO report),
165,HC26,"Symptomatic screening and chest radiograph for PLHIV and children under five who are close contacts or household members of individuals with active TB; if no active TB, provision of isoniazid preventive therapy according to current WHO guidelines",48.93,1215596,0.56,48.93,1119384,0.25,1.215596,1.119384,Table 1 Isoniazid treatment cost ($48.60) + Capital cost: laboratory space and equipment ($0.33),http://docserver.ingentaconnect.com/deliver/connect/iuatld/10273719/v10n6/s11.pdf?expires=1580505843&id=0000&titleid=3764&checksum=1D2A8CDF5A5E5AA240A29DCADA81764B,Incidence of TB in under-5 (GBD 2016); proportion not HIV-infected (literature); prevalence of HIV (GBD 2016); proportion not TB-infected (literature),,TB treatment coverage (WHO GHO),http://apps.who.int/gho/data/view.main.57058ALL
166,HC27.1,"Diagnosis of TB, including assessment of rifampicin resistance using rapid molecular diagnostics (UltraXpert), and initiation of first-line treatment per current WHO guidelines for drug-susceptible TB; referral for confirmation, further assessment of drug resistance, and treatment of drug-resistant TB",206.805,946577,0.56,206.805,3677024,0.54,0.946577,3.677024,Table 3 weighted average of total drug-sensitive smear positive and smear negative costs.,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054587,"Incidence of TB (GBD 2016); proportion without drug resistance (literature)
98% drug sensitive patients, of which 80% smear tested.","http://ghdx.healthdata.org/gbd-2016
http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054587",TB treatment coverage (WHO GHO),http://apps.who.int/gho/data/view.main.57058ALL
167,HC27.2,"Diagnosis of TB, including assessment of rifampicin resistance using rapid molecular diagnostics (UltraXpert), and initiation of first-line treatment per current WHO guidelines for drug-susceptible TB; referral for confirmation, further assessment of drug resistance, and treatment of drug-resistant TB",455,236644,0.56,455,919256,0.54,0.236644,0.919256,Table 3 total cost of drug-sensitive retreatment ($455.50),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054587,"Incidence of TB (GBD 2016); proportion without drug resistance (literature)
98% drug sensitive patients, of which 20% are retreated.","http://ghdx.healthdata.org/gbd-2016
http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054587",TB treatment coverage (WHO GHO),http://apps.who.int/gho/data/view.main.57058ALL
168,HC28,"Screening for HIV in all individuals with a diagnosis of active TB; if HIV infection is present, start (or refer for) ARV treatment and HIV care",2.12,1207369,0.62,2.44,4690082,0.51,1.207369,4.690082,"Cost for VCT HIV testing Table No.49: Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,Incident TB cases (GBD 2016),http://ghdx.healthdata.org/gbd-2016,TB patients with known HIV status (WHO GHO),
169,HC29,"Screening for latent TB infection following a new diagnosis of HIV, followed by yearly screening among PLHIV at high risk of TB exposure; initiation of isoniazid preventive therapy among all individuals who screen positive but do not have evidence of active TB",8.71,1131408,0.52,8.71,1218366,0.43,1.131408,1.218366,Table 1 total unit cost not including treatment,http://docserver.ingentaconnect.com/deliver/connect/iuatld/10273719/v10n6/s11.pdf?expires=1580507859&id=0000&titleid=3764&checksum=5F034C6ABD48D88BE78BDCC8CF09CADD,Incidence of HIV (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of ART (World Bank),
170,HC3,"Management of preterm premature rupture of membranes, including administration of antibotics",3.98,4194981,0.39,4.6,7677775,0.5,4.194981,7.677775,"Table A 11 - cost of antibiotics
Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,Incidence of preterm labor,,"Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
171,HC30.1,"Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",0.666666667,20867697,0.4,0.666666667,57472103,0.5,20.867697,57.472103,"Table 4: All ages, 80% occupancy avg. outpatient cost 

Cost is then divided by three to account for this intervention being the average of HC30.1-3",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2928117/,"Incidence of ""diarrhea, lower respiratory, and other common infectious diseases"" (GBD 2016) multiplied by 2/3 (assumed proportion seeking outpatient care)",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
172,HC30.2,"Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",7.83,20867697,0.4,7.83,57472103,0.5,20.867697,57.472103,"The average cost of an ambulatory episode was $23.49 if treated in the public sector.

Cost is then divided by three to account for this intervention being the average of HC30.1-3",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4257651/,"Incidence of ""diarrhea, lower respiratory, and other common infectious diseases"" (GBD 2016) multiplied by 2/3 (assumed proportion seeking outpatient care)",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
173,HC30.3,"Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",3.506666667,20867697,0.4,3.506666667,57472103,0.5,20.867697,57.472103,"Table 2 Medication ($2.3), Diagnostic ($7.28), and Healthcare service ($0.94)

Cost is then divided by three to account for this intervention being the average of HC30.1-3",https://onlinelibrary.wiley.com/doi/full/10.1111/irv.12254,"Incidence of ""diarrhea, lower respiratory, and other common infectious diseases"" (GBD 2016) multiplied by 2/3 (assumed proportion seeking outpatient care)",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
174,HC31,"Focused use of vaccines for endemic infections, such as dengue, JEV, typhoid, meningococcus, and others",NA,NA,NA,NA,NA,NA,NA,NA,Not costed,,NA,NA,,
175,HC32,Provision of insecticide-treated nets to children and pregnant women attending health centers,8.52,40367692,0.55,8.52,76272105,0.5,40.367692,76.272105,Table 3 cost per net delivered ,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0107700#pone-0107700-t003,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014) - assume 1 net per family",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,WHO malaria report (p.220),
176,HC33,Identify and refer to higher levels of health care patients with signs of progressive illness,0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
177,HC34,Stockpile and consider treating early high risk patients with anti viral medications according to nationally endorsed guidelines,0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
178,HC35,Annual flu vaccination and pneumococcal vaccine every five years for individuals with underlying lung disease,4.72,68390203,0.04,4.92,179642446,0.31,68.390203,179.642446,Weighted average prices of influenza and pneumococcal vaccine per WHO-EURO and GAVI price lists; authors' estimate of labour costs, http://www.euro.who.int/__data/assets/pdf_file/0009/284832/Review-vaccine-price-data.pdf?ua=1,Prevalence of COPD and asthma (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
179,HC36.1,"Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk",41,33180433,0.04,41,135495214,0.31,33.180433,135.495214,"Table 2 cost of aspirin ($2), Amlodipine ($9), Enalapril ($7), Lovastatin ($14), and average monitoring cost ($9)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2365896/#R11,Population 30-69 (GBD 2016); 5% prevalence of high CVD risk (literature) minus prevalence of CVDs,"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2365896/#R11",Coverage of CV/metabolic/respiratory medications (literature),
180,HC36.2,"Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk",1,275983886,0.04,1,1036800577,0.31,275.983886,1036.800577,"Costs per screened adult using the mobile application were $0.67 in Guatemala, $1.00 in South Africa, and $3.00 in Mexico.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4795815/,Population 30-69 (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
181,HC37,Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD,51.25,61043754,0.04,52.77,146016745,0.31,61.043754,146.016745,Nurse*15mins/time*2times*1.5(50% increase)+ peak flow meter(10USD)+ inhalers(Beclometasone + Salbutamol -  both 2 doses per day) ,http://erc.msh.org/dmpguide/resultsdetail.cfm?language=english&code=SAL01D&s_year=2014&year=2014&str=100%20mcg%2Fdose&desc=Salbutamol&pack=new&frm=INHALER&rte=INH&class_code2=&supplement=&class_name=%28%29%3Cbr%3E,Prevalence of asthma; prevalence of COPD (assume 1/3 are eligible for inhalers),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
182,HC38,Provision of aspirin for all cases of suspected acute myocardial infarction,0.03,876135,0.04,0.05,3544082,0.31,0.876135,3.544082,The cost of aspirin (MSH prices for 1 dose of 325mg aspirin/acetylsalicylic acid $0.0032 ) plus 10 min of provider time using level 4 provider from the WHO salary data.,http://mshpriceguide.org/en/single-drug-information/?DMFId=3&searchYear=2015,Incidence of high-risk chest pain in primary care settings (literature): Population age 40+ times 1.26% times 38.1%,,Coverage of CV/metabolic/respiratory medications (literature),
183,HC39,"Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes",46.22,11310146,0.04,46.22,49606724,0.31,11.310146,49.606724,Weighted average urban/rural/hospital/health centre costs per patient costs,,Prevalence of chronic kidney disease due to hypertension or diabetes (GBD 2016); assume 75% with proteinuria (expert opinion),,Coverage of CV/metabolic/respiratory medications (literature),
184,HC4,"Provision of condoms and hormonal contraceptives, including emergency contraceptives",4.9,104114139,0.52,10.18,348057453,0.65,104.114139,348.057453,"Guttmacher B-T1& T2 &T48, Distribution from A- T19","Darroch, Jacqueline E., and Susheela Singh. ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",Need for contraceptives (met+unmet),"Darroch, Jacqueline E., and Susheela Singh. ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",Met contraception/(Unmet+Met) %,"Darroch, Jacqueline E., and Susheela Singh. ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011)."
185,HC40,"Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care",139.79,23798344,0.04,139.79,117674974,0.31,23.798344,117.674974,Table 3 Total median cost of illness,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2524.2010.00981.x,Prevalence of diabetes (GBD 2016); assume 80% require medication (expert opinion),,Coverage of CV/metabolic/respiratory medications (literature),
186,HC41,Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease,0.37,317520123,0.04,0.37,789508533,0.31,317.520123,789.508533,"Table 2 total program cost ($20289)/ population (273933); Multiply by 5 to account for differences in worst-case ""actual"" exchange rates (1:1 vs. 1:5)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0121363#pone.0121363.s003,Population 5-19 (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
187,HC42,Treatment of acute pharyngitis in children to prevent rheumatic fever,0.37,317520123,0.04,0.37,789508533,0.31,317.520123,789.508533,"Table 2 total program cost ($20289)/ population (273933); Multiply by 5 to account for differences in worst-case ""actual"" exchange rates (1:1 vs. 1:5)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0121363#pone.0121363.s003,Population 5-19 (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
188,HC43,"Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events",75,19381239,0.04,75,83655185,0.31,19.381239,83.655185,"Table 2 cost of aspirin ($2), Metoprolol ($43), Enalapril ($7), Lovastatin ($14), and average monitoring cost ($9)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2365896/#R11,"Prevalence of ischaemic heart disease, stroke, and peripheral vascular disease (GBD 2016)",http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
189,HC44,"Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists",1191.86,1254950,0.04,1191.86,6009450,0.31,1.25495,6.00945,Table 3: Average cost per patient with medications,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005000500013&lng=en&nrm=iso&tlng=en,Estimated prevalence of heart failure from heart failure YLDs vs. average disability weight (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),
190,HC45,Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors,1.85,137991943,0.04,2.87,725760404,0.31,137.991943,725.760404,2 mins* nurse + sphygmomanometer 0.01 + Treatment for high risk diagnosed patients (prevalence*0.376*0.1 high risk) ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4795807/,Population 30-69 (GBD 2016); proportion seeking healthcare (literature),"http://ghdx.healthdata.org/gbd-2016
https://dhsprogram.com/what-we-do/survey/survey-display-528.cfm",Coverage of CV/metabolic/respiratory medications (literature),
191,HC46,"Tobacco cessation counseling, and use of nicotine replacement therapy in certain circumstances",2935000,32464182,0.04,2935000,166821469,0.31,32.464182,166.821469,Table 4: Average of Brief adive + NRT patch (4690000) and brief advice + NRT gum (1180000),https://www.ncbi.nlm.nih.gov/pubmed/21506624,Prevalence of tobacco use in 30-59 (WHO GHO),http://apps.who.int/gho/data/view.main.1805WB?lang=en,Coverage of CV/metabolic/respiratory medications (literature),
192,HC47,"Essential palliative care and pain control measures, including oral immediate release morphine and medicines for associated symptoms",64.36,7498607,0.05,21.23,22257860,0.1,7.498607,22.25786,"DCP3 volume 9 palliative care package costs
Ref: GAPCPC Lancet paper",,Per capita costing,NA,Expert opinion,
193,HC48,Interventions to support caregivers of patients with dementia,16.82,1700448,0.1,35.83,9321387,0.2,1.700448,9.321387,WHO-CHOICE,,Prevalence of dementias (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
194,HC49,Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment,153.27,4719014,0.25,289.84,15315702,0.4,4.719014,15.315702,WHO-CHOICE,,Prevalence of bipolar disorder (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE bipolar treatment coverage,
195,HC5,Counseling of mothers on providing kangaroo care for newborns,8.38,2413827,0.2734,8.38,3156179,0.3755,2.413827,3.156179,"Per exposure, the cost of face-to-face counseling was found to be 3.08 BDT during pregnancy detection, 3.11 BDT during pregnancy confirmation, and 18.96 BDT during delivery care. Average face-to-face counseling without media = (3.08+3.11+18.96)/3 BDT",https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-11-28 ,"Table 5: Live births (Guttmacher ""Adding it up"" report 2014); proportion <2kg births 18.6% (literature); proportion <2.5 kg births <2 kg 39% (literature)","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
http://apps.who.int/iris/bitstream/10665/43184/1/9280638327.pdf
https://www.ucsfbenioffchildrens.org/pdf/manuals/20_VLBW_ELBW.pdf",Countdown to 2015 report: postnatal care for babies,
196,HC50.1,Management of depression and anxiety disorders with psycological and generic antidepressant therapy,16.48,25830863,0.07,47.01,77900834,0.14,25.830863,77.900834,WHO-CHOICE,,Prevalence of major depressive disorder (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE depression treatment coverage,
197,HC50.2,Management of depression and anxiety disorders with psycological and generic antidepressant therapy,10.28,29060345,0.061,29.18,81729727,0.12,29.060345,81.729727,WHO-CHOICE,,Prevalence of major anxiety disorders (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE anxiety treatment coverage,
198,HC51,"Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics",22.86,3184811,0.3,42.62,8931506,0.5,3.184811,8.931506,WHO-CHOICE,,Prevalence of epilepsy (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE epilepsy treatment coverage,
199,HC52,Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment,82.57,1720037,0.25,261.24,6755310,0.4,1.720037,6.75531,WHO-CHOICE,,Prevalence of schizophrenia (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE psychosis treatment coverage,
200,HC53,Screening and brief intervention for alcohol use disorders,3.61,5441547,0.05,17.95,19041760,0.1,5.441547,19.04176,WHO-CHOICE,,Prevalence of alcohol use disorder (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE alcohol use disorder treatment coverage,
201,HC54,Exercise programs for upper extremity injuries and disorders,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,,,,NA,,
202,HC55,Calcium and vitamin D supplementation for primary prevention of osteoporosis in high-risk individuals,7.73,27467331,0.05,8.23,117291195,0.1,27.467331,117.291195,Meds (MSH price guide provided around 0.01/tab-cap) + prov visit (15 mins level 3 salary),MSH,Female population over age 60 as a proxy (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
203,HC56,Targeted screening for congenital hearing loss in high-risk children using otoacoustic emissions testing,149.988,77161,0.1,149.988,154374,0.2,0.077161,0.154374,"Table 3 total cost for Select OAE ($47 million) / Cases screened (313,357)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0051990,Prevalence of hearing loss in under 12 months (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
204,HC57,Dental extraction,17.9,54310093,0.01,21.9,161851883,0.03,54.310093,161.851883,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext ,Population (GBD 2016) rates of extraction for caries and periodontal disease (literature) ,"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5663665/","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
205,HC58,Drainage of dental abscess,17.9,256999,0.01,21.9,765893,0.03,0.256999,0.765893,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext ,Proportion of population (GBD 2016) attending emergency departments for dental abscess (literature),http://ghdx.healthdata.org/gbd-2016,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
206,HC59,Drainage of superficial abscess,8.95,51248296,0.01,10.95,81299466,0.03,51.248296,81.299466,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.05",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext ,Incidence of pyoderma (GBD 2016); assume 2/3 is drainable abscess,http://ghdx.healthdata.org/gbd-2016,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
207,HC6,"Management of neonatal sepsis, pneumonia, and meningitis using injectable and oral antibiotics",2.62,346014,0.5105,3.46,928816,0.6612,0.346014,0.928816,"From A - Table 47 Injecting antibiotics Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,"Incidence of neonatal sepsis, pneumonia [lower respiratory infection; proportion of deaths due to pneumococcus], and meningitis (GBD 2016)",http://ghdx.healthdata.org/gbd-2016,Countdown to 2015 report: care-seeking for pneumonia,
208,HC60,Management of non-displaced fractures,17.9,1044362,0.01,21.9,3538161,0.03,1.044362,3.538161,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext ,"Incidence of traumatic fractures: rates by age/sex taken from nationally representative survey from China (Chen W, Lancet Global Health 2017) and applied to other countries (fractures not included in GBD 2016 estimates); 50% nondisplaced (expert opinion)",,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
209,HC61,Resuscitation with basic life support measures,NA,NA,NA,NA,NA,NA,NA,NA,Not costed,,,,,
210,HC62,Suturing laceration,1.79,19290506,0.01,2.19,66261200,0.03,19.290506,66.2612,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.01",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext ,Incidence of injuries (GBD 2016); proportion of injuries involving laceration-like mechanism (literature),"http://ghdx.healthdata.org/gbd-2016
https://jamanetwork.com/journals/jamasurgery/fullarticle/1557234","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
211,HC63,Treatment of caries,17.9,13298621,0.01,21.9,36241724,0.03,13.298621,36.241724,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext ,Incidence of caries of deciduous and permanent teeth (GBD 2016); proportion of caries requiring surgery (literature),"http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0039606015002299?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
212,HC64,"Basic management of musculoskeletal and neurological injuries and disorders, such as prescription of simple exercises and sling or cast provision",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimates,,Per-capita costing,NA,Expert opionion,
213,HC65,"Review of prosthetics, orthotics, and splints, with referral to hospital if indicated",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimates,,Per-capita costing,NA,Expert opionion,
214,HC66,"Psychosocial support and counseling services for individuals with serious, complex, or life-limiting health problems and their caregivers",64.36,7498607,0.05,21.23,22257860,0.1,7.498607,22.25786,DCP3 volume 9 palliative care package costs,,Per-capita costing,NA,Expert opionion,
215,HC67,"Expanded palliative care and pain control measures, including prevention and relief of all physical and psychological symptoms of suffering",64.36,7498607,0.05,21.23,22257860,0.1,7.498607,22.25786,DCP3 volume 9 palliative care package costs,,Per-capita costing,NA,Expert opionion,
216,HC68,Health center pathology services,NA,NA,NA,NA,NA,NA,NA,NA,Not costed,,,NA,,
217,HC7,Pharmacological termination of pregnancy,4.74,15870513,0.07,5.44,30624506,0.16,15.870513,30.624506,"Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,"Table 6: Incidence of unintended pregnancy (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Proportion receiving safe abortion care (Guttmacher ""Adding it up"" report 2011)",
218,HC8,PMTCT of HIV (Option B+) and syphilis,108,1146798,0.6,108,1043792,0.41,1.146798,1.043792,Table 5: Complete course of antenatal care including PMTCT for health center,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-3156.2010.02640.x,"Prevalence of HIV probability (prevalence) of syphilis (GBD 2016) among pregnant women (Guttmacher ""Adding it up"" report 2014); ",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Proportion of pregnant women not receiving ART (Guttmacher ""Adding it up"" 2014 report)",
