"","Code","Intervention","Platform","HPP","Urgency","Objective","Original Unit Cost","Original Currency","Year","Country","Base population","Multiplier","Multiplier type","Multiplier2","Multiplier2 type","Multipliers","PIN","Coverage","Target Coverage","ID","exchange","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange_end","gni","gni_selected_country","gni_adjust","tradable_uc","nontradable_uc","adjusted_uc"
"183","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events","Health center",1,"Chronic","Mortality reduction: age 5+; group II-III causes","75.0","USD","2001.0","LMIC","83655185","1.0","NA","1.0","NA","None","8.3655185E7","0.31","0.8",183,22.05786167,"LMIC","2001.0",43,53.2410897836615,152.690592483955,2.86790884830484,1.76030083562665,67.19531281,2524.623902,2524.623902,1,39.6067688015996,150.565214536004,190.171983337603
"184","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists","Health center",1,"Chronic","Mortality reduction: age 5+; group II-III causes","1191.86","R","2002.0","Brazil","7812285.0","1.0","NA","1.0","NA","None","7812285.0","0.31","0.8",184,2.92036301775519,"Brazil","2002.0",44,60.8675805806435,150.482602233368,2.4722947880932,1.69456953423677,3.49131342157271,11047.89544,2524.623902,0.228516274046127,207.476567070205,135.005615855786,342.48218292599
"185","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","2.87","USD","2016.0","LMIC","1036800577","0.7","Seeking healthcare","1.0","NA","Population","7.25760404E8","0.31","0.8",185,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.873156796122743,2.009,2.88215679612274
"186","HC46","Tobacco cessation counseling, and use of nicotine replacement therapy in certain circumstances","Health center",0,"Chronic","Mortality reduction: age 5+; group II-III causes","24700.0","VND","2006.0","Vietnam","166821469","1.0","NA","1.0","NA","None","1.66821469E8","0.31","0.8",186,15994.25,"Vietnam","2006.0",48,64.3518231528433,150.500780526915,2.3387182080212,1.48518345750596,21935.0008333333,2033.898278,2524.623902,1.24127343501296,0.688072864943285,2.28824591572988,2.97631878067317
"187","HC47","Essential palliative care and pain control measures, including oral immediate release morphine and medicines for associated symptoms","Health center",1,"Chronic","Non-health outcomes","21.23","USD","2016.0","LMIC","22257860","1.0","NA","1.0","NA","None","2.225786E7","0.08","0.8",187,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,6.45892640476858,14.861,21.3199264047686
"188","HC48","Interventions to support caregivers of patients with dementia","Health center",0,"Chronic","Non-health outcomes","27.15","USD","2012.0","LMIC","9321387","1.0","NA","1.0","NA","None","9321387.0","0.08","0.8",188,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,9.11575152810243,25.1112094860731,34.2269610141755
"189","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment","Health center",1,"Chronic","Reduction in disability","289.84","USD","2012.0","LMIC","15315702","1.0","NA","1.0","NA","None","1.5315702E7","0.037","0.8",189,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,97.3152641954036,268.074878727198,365.390142922602
"190","HC5","Counseling of mothers on providing kangaroo care for newborns","Health center",1,"Time-bound (non-urgent)","Mortality reduction; under-5","3.63","USD","2011.0","Nicaragua","43509498.21","0.186","Under 2 kg","0.39","Prop or under 2.5 kg less than 2kg","Population","3156179.0","0.3755","0.8",190,22.4242706163594,"Nicaragua","2011.0",53,108.082387980991,141.700061784993,1.31103748198008,1.17315521153989,28.6209624101587,1977.292608,2524.623902,1.2768084459455,1.27756602536694,3.33257254875645,4.61013857412339
"191","HC50.1","Management of depression and anxiety disorders with psycological and generic antidepressant therapy","Health center",1,"Chronic","Reduction in disability","47.01","USD","2012.0","LMIC","77900834","1.0","NA","1.0","NA","None","7.7900834E7","0.037","0.8",191,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,15.7838482260072,43.4798511211896,59.2636993471968
"192","HC50.2","Management of depression and anxiety disorders with psycological and generic antidepressant therapy","Health center",1,"Chronic","Reduction in disability","29.18","USD","2012.0","LMIC","81729727","1.0","NA","1.0","NA","None","8.1729727E7","0.023","0.8",192,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,9.79733442320549,26.9887695323615,36.7861039555669
"193","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics","Health center",1,"Chronic","Mortality reduction: age 5+; group II-III causes","42.62","USD","2012.0","LMIC","8931506","1.0","NA","1.0","NA","None","8931506.0","0.5","0.8",193,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,14.3098832459567,39.4195119077877,53.7293951537444
"194","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment","Health center",1,"Chronic","Reduction in disability","261.24","USD","2012.0","LMIC","6755310","1.0","NA","1.0","NA","None","6755310.0","0.023","0.8",194,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,87.7126677422276,241.622554922348,329.335222664575
"195","HC53","Screening and brief intervention for alcohol use disorders","Health center",0,"Time-bound (non-urgent)","Reduction in disability","17.95","USD","2012.0","LMIC","19041760","1.0","NA","1.0","NA","None","1.904176E7","0.01","0.8",195,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,6.02680441729056,16.6020703600373,22.6288747773278
"196","HC54","Exercise programs for upper extremity injuries and disorders","Health center",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","None","5.8935023E7","0.08","0.8",196,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"197","HC55","Calcium and vitamin D supplementation for primary prevention of osteoporosis in high-risk individuals","Health center",0,"Chronic","Reduction in disability","8.23","USD","2016.0","LMIC","117291195","1.0","NA","1.0","NA","None","1.17291195E8","0.08","0.8",197,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,2.50386077773177,5.761,8.26486077773177
"198","HC56","Targeted screening for congenital hearing loss in high-risk children using otoacoustic emissions testing","Health center",0,"Time-bound (non-urgent)","Reduction in disability","149.988","PPP","2009.0","China","154374","1.0","NA","1.0","NA","None","154374.0","0.08","0.8",198,6.83141605176666,"China","2009.0",51,96.9223960389561,117.220567045682,1.20942704510284,1.24792334183865,6.6444778294468,8068.2,2524.623902,0.312910426365236,8.21968058060042,5.97989292764306,14.1995735082435
"199","HC57","Dental extraction","Health center",0,"Time-bound (non-urgent)","Reduction in disability","21.9","USD","2012.0","LMIC","2988034763","0.03","Require extraction due to periodontal disease","1.8055555555555556","All extractions over those due to periodontal disease","Population","1.61851883E8","0.03","0.8",199,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,7.35303714421522,20.2554507456722,27.6084878898875
"200","HC58","Drainage of dental abscess","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","21.9","USD","2012.0","LMIC","2552976667","0.03","ED visits due to abscess","0.01","Require ED visit","Population","765893.0","0.03","0.8",200,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,7.35303714421522,20.2554507456722,27.6084878898875
"201","HC59","Drainage of superficial abscess","Health center",1,"Urgent","Mortality reduction: age 5+; group II-III causes","10.95","USD","2012.0","LMIC","121949199","0.6666666666666666","Drainable","1.0","NA","Population","8.1299466E7","0.03","0.8",201,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,3.67651857210761,10.1277253728361,13.8042439449437
"202","HC6","Management of neonatal sepsis, pneumonia, and meningitis using injectable and oral antibiotics","Health center",1,"Urgent","Mortality reduction; under-5","3.46","USD","2016.0","LMIC","928816","1.0","NA","1.0","NA","None","928816.0","0.6612","0.8",202,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,3.50885309475574,0,3.50885309475574
"203","HC60","Management of non-displaced fractures","Health center",0,"Urgent","Reduction in disability","21.9","USD","2012.0","LMIC","7076322","0.5","Non-displaced fracture","1.0","NA","Population","3538161.0","0.03","0.8",203,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,7.35303714421522,20.2554507456722,27.6084878898875
"204","HC62","Suturing laceration","Health center",0,"Urgent","Reduction in disability","2.19","USD","2012.0","LMIC","227701718.2","0.291","Involving laceration-like mechanism","1.0","NA","Population","6.62612E7","0.03","0.8",204,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,0.735303714421522,2.02554507456722,2.76084878898875
"205","HC63","Treatment of caries","Health center",0,"Time-bound (non-urgent)","Reduction in disability","21.9","USD","2012.0","LMIC","3294702182","0.011","Require surgery","1.0","NA","Population","3.6241724E7","0.03","0.8",205,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,7.35303714421522,20.2554507456722,27.6084878898875
"206","HC64","Basic management of musculoskeletal and neurological injuries and disorders, such as prescription of simple exercises and sling or cast provision","Health center",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","None","5.8935023E7","0.08","0.8",206,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"207","HC65","Review of prosthetics, orthotics, and splints, with referral to hospital if indicated","Health center",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","None","5.8935023E7","0.08","0.8",207,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"208","HC66","Psychosocial support and counseling services for individuals with serious, complex, or life-limiting health problems and their caregivers","Health center",1,"Chronic","Non-health outcomes","21.23","USD","2016.0","LMIC","22257860","1.0","NA","1.0","NA","None","2.225786E7","0.08","0.8",208,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,6.45892640476858,14.861,21.3199264047686
"209","HC67","Expanded palliative care and pain control measures, including prevention and relief of all physical and psychological symptoms of suffering","Health center",0,"Chronic","Non-health outcomes","21.23","USD","2016.0","LMIC","22257860","1.0","NA","1.0","NA","None","2.225786E7","0.08","0.8",209,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,6.45892640476858,14.861,21.3199264047686
"210","HC7","Pharmacological termination of pregnancy","Health center",1,"Time-bound (non-urgent)","Non-health outcomes","5.44","USD","2016.0","LMIC","30624506","1.0","Fertility, LMI","1.0","NA","Fertility","3.0624506E7","0.16","0.8",210,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,5.51680949002058,0,5.51680949002058
"211","HC8","PMTCT of HIV (Option B+) and syphilis","Health center",1,"Chronic","Mortality reduction; under-5","278.0","USD","2008.0","Zambia","1043792","1.0","NA","1.0","NA","None","1043792.0","0.41","0.8",211,3.74566069008764,"Zambia","2008.0",50,81.2771246612011,169.781989060935,2.08892710917938,1.35931234443884,10.313053230894,1862.341735,2524.623902,1.35561795912822,113.366649526199,200.14493750259,313.511587028789
"212","HC9","Screening and management of hypertensive disorders in pregnancy","Health center",0,"Chronic","Mortality reduction: age 5+; group II-III causes","1.78","USD","2016.0","LMIC","9944140","1.0","NA","1.0","NA","None","9944140.0","0.5","0.8",212,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,1.80513251695526,0,1.80513251695526
"213","P1","Mass media messages concerning sexual and reproductive health and mental health for adolescents","Population based",0,"Time-bound (non-urgent)","Reduction in disability","1.53","USD","2016.0","LMIC","514424968","1.0","NA","1.0","NA","None","5.14424968E8","0.33","0.8",213,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.465480800720487,1.071,1.53648080072049
"214","P10","Develop and implement a plan to ensure surge capacity in hospital beds, stockpiles of disinfectants, equipment for supportive care, and personal protective equipment","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",214,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"215","P11","Develop plans and legal standards for curtailing interactions between infected persons and uninfected population and implement and evaluate infection control measures in health facilities","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",215,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"216","P12","Ensure influenza vaccine security at national and subnational level","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",216,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"217","P13.1","Mass media messages concerning awareness on handwashing and health effects of household air pollution","Population based",0,"Time-bound (non-urgent)","Mortality reduction; under-5","0.37","USD","2006.0","India","534344206","1.0","NA","1.0","NA","None","5.34344206E8","0.62","0.8",217,45.3070083333333,"India","2006.0",48,69.8720985315016,155.94504973946,2.23186440677966,1.48518345750596,67.1953128073894,1679.056423,2524.623902,1.50359682224925,0.164855363783161,0.586037457780555,0.750892821563716
"218","P13.2","Mass media messages concerning awareness on handwashing and health effects of household air pollution","Population based",0,"Time-bound (non-urgent)","Mortality reduction; under-5","0.07","PPP","2010.0","Tunisia","2671721029","1.0","NA","1.0","NA","None","2.671721029E9","0.08","0.8",218,1.4314,"Tunisia","2010.0",52,100,128.795583680247,1.28795583680247,1.21232662515201,2.14803333333333,4103.724215,2524.623902,0.615203110572575,0.017785985139159,0.0180748440047338,0.0358608291438927
"219","P2","Mass media messages concerning healthy eating or physical activity","Population based",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","0.07","PPP","2010.0","Tunisia","2671721029","1.0","NA","1.0","NA","None","2.671721029E9","0.31","0.8",219,1.4314,"Tunisia","2010.0",52,100,128.795583680247,1.28795583680247,1.21232662515201,2.14803333333333,4103.724215,2524.623902,0.615203110572575,0.017785985139159,0.0180748440047338,0.0358608291438927
"220","P3","Mass media messages concerning use of tobacco and alcohol","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","0.07","PPP","2010.0","Tunisia","2671721029","1.0","NA","1.0","NA","None","2.671721029E9","0.31","0.8",220,1.4314,"Tunisia","2010.0",52,100,128.795583680247,1.28795583680247,1.21232662515201,2.14803333333333,4103.724215,2524.623902,0.615203110572575,0.017785985139159,0.0180748440047338,0.0358608291438927
"221","P4","Mass media encouraging use of condoms, voluntary medical male circumcision, and STI testing","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","17.54","BDT","2011.0","Bangladesh","1400128411","0.7","Health seeking","1.0","NA","Population","9.80089888E8","0.5","0.8",221,74.1524,"Bangladesh","2011.0",53,111.39516515524,152.529140322278,1.36926176382713,1.17315521153989,78.4680916666667,1287.265014,2524.623902,1.96123088450534,0.0832493988478177,0.420193899378586,0.503443298226404
"222","P5","Systematic identification of individuals with TB symptoms among high-risk groups and linkage to care (Ågactive case findingÅh)","Population based",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","448.4654321","USD","2012.0","Cambodia","900586","1.0","NA","1.0","NA","None","900586.0","0.54","0.8",222,4033,"Cambodia","2012.0",54,108.571983800918,121.071456725754,1.11512613555773,1.1191837358014,4058.69457885305,1092.281395,2524.623902,2.31133104853443,150.574565302641,803.998079947076,954.572645249717
"223","P6.1","Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever","Population based",1,"Time-bound (non-urgent)","Mortality reduction; under-5","0.9","USD","2004.0","Argentina","10766601","1.0","NA","1.0","NA","None","1.0766601E7","0.5","0.8",223,2.92330081890332,"Argentina","2004.0",46,58.3265,134.668,2.30886475272818,1.59811358115263,14.7581750873396,12600,2524.623902,0.200366976349206,0.431490666911211,0.0577305955339781,0.489221262445189
"224","P6.2","Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever","Population based",1,"Time-bound (non-urgent)","Mortality reduction; under-5","0.9","USD","2004.0","Argentina","185828343","1.0","NA","1.0","NA","None","1.85828343E8","0.5","0.8",224,2.92330081890332,"Argentina","2004.0",46,58.3265,134.668,2.30886475272818,1.59811358115263,14.7581750873396,12600,2524.623902,0.200366976349206,0.431490666911211,0.0577305955339781,0.489221262445189
"225","P6.3","Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever","Population based",1,"Time-bound (non-urgent)","Mortality reduction; under-5","0.9","USD","2004.0","Argentina","40388877","1.0","NA","1.0","NA","None","4.0388877E7","0.5","0.8",225,2.92330081890332,"Argentina","2004.0",46,58.3265,134.668,2.30886475272818,1.59811358115263,14.7581750873396,12600,2524.623902,0.200366976349206,0.431490666911211,0.0577305955339781,0.489221262445189
"226","P7","Conduct a comprehensive assessment of International Health Regulations (IHR) competencies using the Joint External Evaluation tool and develop, cost, finance and implement an action plan to address gaps in preparedness and response","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",226,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"227","P8","Conduct simulation exercises and health worker training for outbreak events including outbreak investigation, contact tracing and emergency response","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",227,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"228","P9","Decentralize stocks of anti viral medications in order to reach at-risk groups and disadvantaged populations","Population based",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",228,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"229","RH1","Full supportive care for preterm newborns","Referral and speacialty hospitals",0,"Urgent","Mortality reduction; under-5","101.8","USD","2010.0","India","3132086.514","0.393","Urbanization","1.0","NA","Population","1230910.0","0.0","0.8",229,45.7258121212121,"India","2010.0",52,100,155.94504973946,1.5594504973946,1.21232662515201,67.1953128073894,1679.056423,2524.623902,1.50359682224925,37.0244551321423,113.70282576991,150.727280902053
"230","RH11","Urgent, definitive surgical management of orthopedic injuries (for example, by open reduction and internal fixation)","Referral and speacialty hospitals",1,"Urgent","Reduction in disability","219.0","USD","2012.0","LMIC","35381600","0.1","Orthopedic","0.1","Eligible","Population","353816.0","0.03","0.8",230,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"231","RH12","Repair of cleft lip and cleft palate","Referral and speacialty hospitals",1,"Time-bound (non-urgent)","Reduction in disability","109.5","USD","2012.0","LMIC","39485.55556","0.9","Require surgery","1.0","NA","Population","35537.0","0.03","0.8",231,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"232","RH13","Repair of club foot","Referral and speacialty hospitals",0,"Time-bound (non-urgent)","Reduction in disability","219.0","USD","2012.0","LMIC","84779","1.0","NA","1.0","NA","None","84779.0","0.03","0.8",232,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"233","RH14","Cataract extraction and insertion of intraocular lens","Referral and speacialty hospitals",1,"Time-bound (non-urgent)","Reduction in disability","109.5","USD","2012.0","LMIC","39663398.91","0.183","Rate of surgery","1.0","NA","Population","7258402.0","0.03","0.8",233,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"234","RH142","Elective surgical repair of common orthopedic injuries (for example, meniscal and ligamentous tears) in individuals with severe functional limitation","Referral and speacialty hospitals",1,"Time-bound (non-urgent)","Reduction in disability","168.08","USD","2010.0","Nicaragua","141391280","0.2","Eligible for surgery","1.0","NA","Population","2.8278256E7","0.03","0.8",234,21.3564486834358,"Nicaragua","2010.0",52,100,141.700061784993,1.41700061784993,1.21232662515201,28.6209624101587,1977.292608,2524.623902,1.2768084459455,61.1303577466648,158.838094737091,219.968452483756
"235","RH15","Repair of anorectal malformations and Hirschsprung's Disease","Referral and speacialty hospitals",0,"Time-bound (non-urgent)","Mortality reduction; under-5","109.5","USD","2012.0","LMIC","54575.96372","0.245","other congential malformations","0.9","Require surgery","Population","12034.0","0.03","0.8",235,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"236","RH16","Repair of obstetric fistula","Referral and speacialty hospitals",1,"Time-bound (non-urgent)","Non-health outcomes","109.5","USD","2012.0","LMIC","91635","1.0","NA","1.0","NA","None","91635.0","0.03","0.8",236,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"237","RH17","Insertion of shunt for hydrocephalus","Referral and speacialty hospitals",0,"Time-bound (non-urgent)","Mortality reduction; under-5","219.0","USD","2012.0","LMIC","58334391.41","0.002454401195","Require surgery","1.0","NA","Population","143176.0","0.03","0.8",237,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"238","RH18","Surgery for trachomatous trichiasis","Referral and speacialty hospitals",1,"Time-bound (non-urgent)","Reduction in disability","109.5","USD","2012.0","LMIC","45670800","0.01","Require surgery","1.0","NA","Population","456708.0","0.03","0.8",238,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"239","RH2","Specialized TB services, including management of MDR- and XDR-TB treatment failure and surgery for TB","Referral and speacialty hospitals",0,"Urgent","Mortality reduction: age 5+; group I causes","5549.36","USD","2011.0","South Africa","103200","0.02","Require surgery","1.0","NA","Population","2064.0","0.54","0.8",239,7.26113213232735,"South Africa","2011.0",53,105.017157732813,138.859306590936,1.32225352112676,1.17315521153989,14.7096108855267,6448.973567,2524.623902,0.391476856862732,1953.07818141331,992.578627761246,2945.65680917455
"240","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred","Referral and speacialty hospitals",0,"Urgent","Mortality reduction: age 5+; group II-III causes","272.5892857","Pounds","2003.0","United Kingdom","36726610","0.1","Require advanced therapy","1.0","NA","Population","3672661.0","0.08","0.8",240,0.6124725,"United Kingdom","2003.0",45,85.1303865359719,112.076937303495,1.31653269606778,1.64668398742473,0.740634463697084,44726.52721,2524.623902,0.0564457841796298,219.863787470818,19.1454714314519,239.00925890227
"241","RH5","Retinopathy screening via telemedicine, followed by treatment using laser photocoagulation","Referral and speacialty hospitals",0,"Time-bound (non-urgent)","Reduction in disability","22.0","USD","2010.0","South Africa","73546859","1.0","NA","1.0","NA","None","7.3546859E7","0.31","0.8",241,7.32122196115288,"South Africa","2010.0",52,100,138.859306590936,1.38859306590936,1.21232662515201,14.7096108855267,6448.973567,2524.623902,0.391476856862732,8.00135572600325,4.16662288749854,12.1679786135018
"242","RH6","Use of percutaneous coronary intervention for acute myocardial infarction where resources permit","Referral and speacialty hospitals",0,"Urgent","Mortality reduction: age 5+; group II-III causes","27179.00067","RSD","2011.0","Serbia","7449456.099","0.39","Urban","0.33","STEMI","Population","958745.0","0.31","0.8",242,73.3334,"Serbia","2011.0",53,111.137397634213,134.455565665757,1.2098138747885,1.17315521153989,111.27785,6026.889913,2524.623902,0.418893316195205,130.439279838887,86.6452561763915,217.084536015278
"243","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals","Referral and speacialty hospitals",1,"Chronic","Mortality reduction: age 5+; group II-III causes","202.0","USD","2008.0","Vietnam","4430231.844","0.358","Early stage","1.0","NA","Population","1586023.0","0.08","0.8",243,16302.25,"Vietnam","2008.0",50,85.806486764141,150.500780526915,1.75395574626661,1.35931234443884,21935.0008333333,2033.898278,2524.623902,1.24127343501296,82.3743280729937,228.794402766484,311.168730839478
"244","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals","Referral and speacialty hospitals",1,"Chronic","Mortality reduction: age 5+; group II-III causes","7539.73","RM","2013.0","Malaysia","347475","1.0","NA","1.0","NA","None","347475.0","0.08","0.8",244,3.15090855009725,"Malaysia","2013.0",55,107.098816863856,115.147475420763,1.0751517037498,1.07866364403366,4.14830066287879,10903.27251,2524.623902,0.231547354217234,774.332149682245,316.732900875562,1091.06505055781
